002330,兴业聚宝灵活配置混合,A,中等风险,80075936
006042,上投摩根尚睿混合,A,中高风险,80075936
260108,景顺长城新兴成长混合,A,中高风险,80075936
001158,工银新材料新能源行业股票,A,中高风险,80075936
005217,建信福泽安泰,A,中高风险,80075936
001204,东方红稳健精选C,A,中高风险,80075936
006862,招商和悦稳健养老一年期C类FOF,A,中高风险,80075936
003297,招商双债增强债券(LOF)E,A,中高风险,80075936
