date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2016-07-27 00:00:00,2.419,2.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-28 00:00:00,2.422,2.648,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-29 00:00:00,2.42,2.646,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-01 00:00:00,2.402,2.628,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-02 00:00:00,2.413,2.639,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-03 00:00:00,2.416,2.642,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-04 00:00:00,2.434,2.66,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-05 00:00:00,2.403,2.629,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-08 00:00:00,2.41,2.636,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-09 00:00:00,2.426,2.652,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-10 00:00:00,2.433,2.659,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-11 00:00:00,2.402,2.628,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-12 00:00:00,2.401,2.627,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-15 00:00:00,2.443,2.669,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-16 00:00:00,2.464,2.69,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-17 00:00:00,2.473,2.699,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-18 00:00:00,2.465,2.691,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-19 00:00:00,2.462,2.688,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-22 00:00:00,2.451,2.677,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-23 00:00:00,2.462,2.688,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-24 00:00:00,2.496,2.722,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-25 00:00:00,2.488,2.714,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-26 00:00:00,2.514,2.74,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-29 00:00:00,2.505,2.731,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-30 00:00:00,2.504,2.73,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-08-31 00:00:00,2.486,2.712,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-01 00:00:00,2.48,2.706,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-02 00:00:00,2.483,2.709,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-05 00:00:00,2.493,2.719,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-06 00:00:00,2.51,2.736,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07 00:00:00,2.505,2.731,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-08 00:00:00,2.496,2.722,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-09 00:00:00,2.501,2.727,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-12 00:00:00,2.46,2.686,-1.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-13 00:00:00,2.465,2.691,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-14 00:00:00,2.465,2.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-19 00:00:00,2.494,2.72,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-20 00:00:00,2.542,2.768,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-21 00:00:00,2.581,2.807,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22 00:00:00,2.61,2.836,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-23 00:00:00,2.616,2.842,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26 00:00:00,2.574,2.8,-1.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-27 00:00:00,2.571,2.797,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-09-28 00:00:00,2.576,2.802,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-29 00:00:00,2.591,2.817,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30 00:00:00,2.6,2.826,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-10 00:00:00,2.657,2.883,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-11 00:00:00,2.723,2.949,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-12 00:00:00,2.689,2.915,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-13 00:00:00,2.703,2.929,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14 00:00:00,2.711,2.937,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-17 00:00:00,2.737,2.963,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-18 00:00:00,2.743,2.969,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-19 00:00:00,2.741,2.967,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-20 00:00:00,2.743,2.969,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-21 00:00:00,2.74,2.966,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-24 00:00:00,2.754,2.98,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-25 00:00:00,2.741,2.967,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-26 00:00:00,2.738,2.964,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-27 00:00:00,2.747,2.973,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-28 00:00:00,2.74,2.966,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-10-31 00:00:00,2.747,2.973,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01 00:00:00,2.761,2.987,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-02 00:00:00,2.756,2.982,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-11-03 00:00:00,2.762,2.988,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-04 00:00:00,2.77,2.996,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-07 00:00:00,2.765,2.991,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-11-08 00:00:00,2.777,3.003,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-09 00:00:00,2.757,2.983,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-11-10 00:00:00,2.777,3.003,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-11 00:00:00,2.771,2.997,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2016-11-14 00:00:00,2.786,3.012,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
