date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2020-02-27 00:00:00,2.582,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 00:00:00,2.4771,5.2651,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-02 00:00:00,2.5514,5.3394,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03 00:00:00,2.5754,5.3634,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04 00:00:00,2.5892,5.3772,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05 00:00:00,2.6271,5.4151,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06 00:00:00,2.5979,5.3859,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-09 00:00:00,2.494,5.282,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-10 00:00:00,2.5451,5.3331,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11 00:00:00,2.5038,5.2918,-1.62,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-12 00:00:00,2.4443,5.2323,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-13 00:00:00,2.4121,5.2001,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-16 00:00:00,2.2848,5.0728,-5.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-17 00:00:00,2.2932,5.0812,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18 00:00:00,2.2595,5.0475,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-19 00:00:00,2.1381,5.0361,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-20 00:00:00,2.1835,5.0815,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23 00:00:00,2.1047,5.0027,-3.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-24 00:00:00,2.1622,5.0602,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25 00:00:00,2.2219,5.1199,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26 00:00:00,2.2084,5.1064,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-27 00:00:00,2.2078,5.1058,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-30 00:00:00,2.1766,5.0746,-1.41,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-31 00:00:00,2.1919,5.0899,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01 00:00:00,2.1778,5.0758,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-02 00:00:00,2.2216,5.1196,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03 00:00:00,2.2203,5.1183,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-07 00:00:00,2.2824,5.1804,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08 00:00:00,2.2769,5.1749,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-09 00:00:00,2.3004,5.1984,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10 00:00:00,2.2777,5.1757,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-13 00:00:00,2.2808,5.1788,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14 00:00:00,2.3391,5.2371,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15 00:00:00,2.3128,5.2108,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-16 00:00:00,2.3165,5.2145,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17 00:00:00,2.3336,5.2316,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20 00:00:00,2.358,5.256,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21 00:00:00,2.3387,5.2367,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-22 00:00:00,2.3642,5.2622,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23 00:00:00,2.3594,5.2574,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-24 00:00:00,2.347,5.245,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-27 00:00:00,2.3674,5.2654,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28 00:00:00,2.3824,5.2804,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29 00:00:00,2.3767,5.2747,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-30 00:00:00,2.3989,5.2969,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06 00:00:00,2.4227,5.3207,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07 00:00:00,2.4309,5.3289,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08 00:00:00,2.4571,5.3551,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11 00:00:00,2.4555,5.3535,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-12 00:00:00,2.4706,5.3686,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13 00:00:00,2.4917,5.3897,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14 00:00:00,2.4669,5.3649,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-15 00:00:00,2.4657,5.3637,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-18 00:00:00,2.4862,5.3842,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19 00:00:00,2.5236,5.4216,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 00:00:00,2.4919,5.3899,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-21 00:00:00,2.4823,5.3803,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-22 00:00:00,2.4221,5.3201,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-25 00:00:00,2.434,5.332,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26 00:00:00,2.4823,5.3803,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27 00:00:00,2.4552,5.3532,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-28 00:00:00,2.4532,5.3512,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-29 00:00:00,2.4814,5.3794,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01 00:00:00,2.5512,5.4492,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 00:00:00,2.563,5.461,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:00:00,2.5663,5.4643,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04 00:00:00,2.5873,5.4853,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
