date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2020-03-12 00:00:00,1.747,3.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13 00:00:00,1.728,3.365,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-16 00:00:00,1.648,3.285,-4.63,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-17 00:00:00,1.627,3.264,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-18 00:00:00,1.614,3.251,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-19 00:00:00,1.582,3.219,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-20 00:00:00,1.62,3.257,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23 00:00:00,1.578,3.215,-2.59,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-24 00:00:00,1.63,3.267,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25 00:00:00,1.674,3.311,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26 00:00:00,1.671,3.308,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-27 00:00:00,1.674,3.311,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30 00:00:00,1.656,3.293,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-31 00:00:00,1.698,3.335,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01 00:00:00,1.687,3.324,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-02 00:00:00,1.707,3.344,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03 00:00:00,1.719,3.356,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 00:00:00,1.767,3.404,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08 00:00:00,1.751,3.388,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-09 00:00:00,1.763,3.4,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10 00:00:00,1.77,3.407,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13 00:00:00,1.768,3.405,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-14 00:00:00,1.807,3.444,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15 00:00:00,1.785,3.422,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-16 00:00:00,1.776,3.413,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-17 00:00:00,1.797,3.434,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20 00:00:00,1.808,3.445,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21 00:00:00,1.784,3.421,-1.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-22 00:00:00,1.824,3.461,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23 00:00:00,1.828,3.465,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24 00:00:00,1.833,3.47,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27 00:00:00,1.851,3.488,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28 00:00:00,1.881,3.518,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29 00:00:00,1.847,3.484,-1.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-04-30 00:00:00,1.845,3.482,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-05-06 00:00:00,1.857,3.494,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07 00:00:00,1.872,3.509,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08 00:00:00,1.887,3.524,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11 00:00:00,1.874,3.511,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
