date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2020-02-13 00:00:00,1.143,1.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14 00:00:00,1.142,1.554,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-02-17 00:00:00,1.148,1.56,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18 00:00:00,1.149,1.561,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19 00:00:00,1.149,1.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20 00:00:00,1.156,1.568,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21 00:00:00,1.157,1.569,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24 00:00:00,1.162,1.574,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25 00:00:00,1.163,1.575,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26 00:00:00,1.154,1.566,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-02-27 00:00:00,1.155,1.567,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 00:00:00,1.148,1.56,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-02 00:00:00,1.155,1.567,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03 00:00:00,1.157,1.569,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04 00:00:00,1.156,1.568,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-05 00:00:00,1.162,1.574,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06 00:00:00,1.162,1.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09 00:00:00,1.15,1.562,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-10 00:00:00,1.155,1.567,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11 00:00:00,1.152,1.564,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-12 00:00:00,1.123,1.556,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-13 00:00:00,1.118,1.551,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-16 00:00:00,1.103,1.536,-1.34,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-17 00:00:00,1.101,1.534,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-18 00:00:00,1.098,1.531,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-03-19 00:00:00,1.093,1.526,-0.46,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
