date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2020-06-02 00:00:00,1.6036,1.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 00:00:00,1.6004,1.9474,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-04 00:00:00,1.5989,1.9459,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-05 00:00:00,1.5955,1.9425,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-08 00:00:00,1.5946,1.9416,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-09 00:00:00,1.5954,1.9424,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10 00:00:00,1.5957,1.9427,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11 00:00:00,1.5965,1.9435,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12 00:00:00,1.5979,1.9449,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15 00:00:00,1.5993,1.9463,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-16 00:00:00,1.5987,1.9457,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-17 00:00:00,1.5979,1.9449,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-18 00:00:00,1.5982,1.9452,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-19 00:00:00,1.5979,1.9449,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-22 00:00:00,1.5974,1.9444,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-23 00:00:00,1.5951,1.9421,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-06-24 00:00:00,1.5955,1.9425,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 00:00:00,1.5965,1.9435,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30 00:00:00,1.5968,1.9438,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 00:00:00,1.5978,1.9448,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 00:00:00,1.5984,1.9454,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03 00:00:00,1.5991,1.9461,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06 00:00:00,1.5986,1.9456,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-07 00:00:00,1.5956,1.9426,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-08 00:00:00,1.5943,1.9413,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-09 00:00:00,1.5908,1.9378,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-10 00:00:00,1.589,1.936,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-13 00:00:00,1.5873,1.9343,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-14 00:00:00,1.5864,1.9334,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-15 00:00:00,1.5865,1.9335,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16 00:00:00,1.5881,1.9351,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17 00:00:00,1.5891,1.9361,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20 00:00:00,1.5905,1.9375,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21 00:00:00,1.5932,1.9402,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22 00:00:00,1.5946,1.9416,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23 00:00:00,1.5957,1.9427,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24 00:00:00,1.597,1.944,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27 00:00:00,1.5982,1.9452,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28 00:00:00,1.5983,1.9453,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29 00:00:00,1.5977,1.9447,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-30 00:00:00,1.5974,1.9444,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-07-31 00:00:00,1.5971,1.9441,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-03 00:00:00,1.597,1.944,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-04 00:00:00,1.5974,1.9444,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-05 00:00:00,1.5975,1.9445,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-06 00:00:00,1.598,1.945,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07 00:00:00,1.5983,1.9453,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10 00:00:00,1.5989,1.9459,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11 00:00:00,1.5993,1.9463,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12 00:00:00,1.5996,1.9466,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13 00:00:00,1.6,1.947,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14 00:00:00,1.6011,1.9481,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17 00:00:00,1.6023,1.9493,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18 00:00:00,1.6028,1.9498,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19 00:00:00,1.6029,1.9499,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20 00:00:00,1.6029,1.9499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21 00:00:00,1.6028,1.9498,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-24 00:00:00,1.6031,1.9501,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25 00:00:00,1.6023,1.9493,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-26 00:00:00,1.6019,1.9489,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-27 00:00:00,1.6016,1.9486,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-28 00:00:00,1.601,1.948,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-08-31 00:00:00,1.6014,1.9484,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 00:00:00,1.6017,1.9487,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 00:00:00,1.6014,1.9484,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-03 00:00:00,1.6008,1.9478,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-04 00:00:00,1.6009,1.9479,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07 00:00:00,1.6007,1.9477,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-08 00:00:00,1.6003,1.9473,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-09 00:00:00,1.6005,1.9475,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10 00:00:00,1.6009,1.9479,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11 00:00:00,1.6011,1.9481,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14 00:00:00,1.6012,1.9482,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15 00:00:00,1.6016,1.9486,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-16 00:00:00,1.6018,1.9488,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-17 00:00:00,1.6019,1.9489,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18 00:00:00,1.6021,1.9491,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21 00:00:00,1.6025,1.9495,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22 00:00:00,1.6026,1.9496,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23 00:00:00,1.6027,1.9497,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-24 00:00:00,1.6027,1.9497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:00:00,1.6026,1.9496,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-28 00:00:00,1.6025,1.9495,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-09-29 00:00:00,1.6026,1.9496,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30 00:00:00,1.6025,1.9495,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-10-09 00:00:00,1.6038,1.9508,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12 00:00:00,1.6037,1.9507,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-10-13 00:00:00,1.6038,1.9508,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14 00:00:00,1.604,1.951,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15 00:00:00,1.6045,1.9515,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16 00:00:00,1.6052,1.9522,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19 00:00:00,1.6058,1.9528,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20 00:00:00,1.6062,1.9532,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21 00:00:00,1.6069,1.9539,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22 00:00:00,1.6076,1.9546,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23 00:00:00,1.608,1.955,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26 00:00:00,1.6087,1.9557,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27 00:00:00,1.6093,1.9563,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28 00:00:00,1.6096,1.9566,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29 00:00:00,1.61,1.957,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30 00:00:00,1.6102,1.9572,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02 00:00:00,1.6107,1.9577,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-03 00:00:00,1.611,1.958,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04 00:00:00,1.6115,1.9585,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05 00:00:00,1.612,1.959,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06 00:00:00,1.6122,1.9592,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09 00:00:00,1.6124,1.9594,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-10 00:00:00,1.6124,1.9594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-11 00:00:00,1.6124,1.9594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-12 00:00:00,1.6107,1.9577,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-13 00:00:00,1.6082,1.9552,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-16 00:00:00,1.607,1.954,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-17 00:00:00,1.6055,1.9525,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-18 00:00:00,1.6041,1.9511,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-19 00:00:00,1.6017,1.9487,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-20 00:00:00,1.5998,1.9468,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-11-23 00:00:00,1.6002,1.9472,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24 00:00:00,1.6011,1.9481,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25 00:00:00,1.6013,1.9483,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-26 00:00:00,1.602,1.949,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27 00:00:00,1.6027,1.9497,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30 00:00:00,1.605,1.952,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01 00:00:00,1.6058,1.9528,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02 00:00:00,1.6066,1.9536,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03 00:00:00,1.607,1.954,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04 00:00:00,1.6073,1.9543,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07 00:00:00,1.6077,1.9547,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08 00:00:00,1.608,1.955,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09 00:00:00,1.6086,1.9556,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-10 00:00:00,1.6094,1.9564,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11 00:00:00,1.6092,1.9562,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
2020-12-14 00:00:00,1.6096,1.9566,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15 00:00:00,1.61,1.957,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16 00:00:00,1.6105,1.9575,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17 00:00:00,1.611,1.958,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18 00:00:00,1.6114,1.9584,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21 00:00:00,1.6125,1.9595,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22 00:00:00,1.6136,1.9606,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-23 00:00:00,1.6143,1.9613,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
