201905,-2071.84
201906,3201.59
201907,1730.18
201908,1719.63
201909,1085.13
201910,209.1
201911,785.18
201912,6084.66
202001,2449.12
202002,4226.19
202003,-5023.62
202004,4542.39
202005,-1579.04
202006,5070.12
202007,13559.33
202008,4528.78
202009,-8033.97
202010,3062.77
202011,5111.36
202012,16132.08
202101,8072.59
202102,-4642.27
202103,-6218.94
202104,3133.71
