date,jjjz,ljjz,rate,units,totalCost,cost,incomeTotal,income,incomePercent,incomeDay
2017-11-02 00:00:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-09 00:00:00,1.0004,1.0004,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-15 00:00:00,1.0011,1.0011,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-16 00:00:00,1.0012,1.0012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-17 00:00:00,1.0013,1.0013,0.01,1998.07,2000.0,1.0,0.67,0.67,0.03,0.0
2017-11-20 00:00:00,1.0017,1.0017,0.04,1998.07,2000.0,1.0,1.47,1.47,0.07,0.8
2017-11-21 00:00:00,1.0024,1.0024,0.07,1998.07,2000.0,1.0,2.87,2.87,0.14,1.4
2017-11-22 00:00:00,1.0027,1.0027,0.03,1998.07,2000.0,1.0,3.46,3.46,0.17,0.6
2017-11-23 00:00:00,1.0019,1.0019,-0.08,1998.07,2000.0,1.0,1.87,1.87,0.09,-1.6
2017-11-24 00:00:00,1.0021,1.0021,0.02,1998.07,2000.0,1.0,2.27,2.27,0.11,0.4
2017-11-27 00:00:00,1.002,1.002,-0.01,2995.28,3000.0,1.0,1.27,1.27,0.04,-0.2
2017-11-28 00:00:00,1.0023,1.0023,0.03,2995.28,3000.0,1.0,2.17,2.17,0.07,0.9
2017-11-29 00:00:00,1.0024,1.0024,0.01,2995.28,3000.0,1.0,2.47,2.47,0.08,0.3
2017-11-30 00:00:00,1.0022,1.0022,-0.02,2995.28,3000.0,1.0,1.87,1.87,0.06,-0.6
2017-12-01 00:00:00,1.0023,1.0023,0.01,2995.28,3000.0,1.0,2.17,2.17,0.07,0.3
2017-12-04 00:00:00,1.0027,1.0027,0.04,2995.28,3000.0,1.0,3.37,3.37,0.11,1.2
2017-12-05 00:00:00,1.0032,1.0032,0.05,2995.28,3000.0,1.0,4.86,4.86,0.16,1.5
2017-12-06 00:00:00,1.0035,1.0035,0.03,3990.99,4000.0,1.0,4.96,4.96,0.12,0.9
2017-12-07 00:00:00,1.0034,1.0034,-0.01,3990.99,4000.0,1.0,4.56,4.56,0.11,-0.4
2017-12-08 00:00:00,1.0038,1.0038,0.04,4986.41,5000.0,1.0,5.36,5.36,0.11,1.6
2017-12-11 00:00:00,1.0047,1.0047,0.09,4986.41,5000.0,1.0,9.85,9.85,0.2,4.49
2017-12-12 00:00:00,1.0043,1.0043,-0.04,4986.41,5000.0,1.0,7.85,7.85,0.16,-1.99
2017-12-13 00:00:00,1.0047,1.0047,0.04,4986.41,5000.0,1.0,9.85,9.85,0.2,1.99
2017-12-14 00:00:00,1.0048,1.0048,0.01,4986.41,5000.0,1.0,10.34,10.34,0.21,0.5
2017-12-15 00:00:00,1.0044,1.0044,-0.04,4986.41,5000.0,1.0,8.35,8.35,0.17,-1.99
2017-12-18 00:00:00,1.0047,1.0047,0.03,4986.41,5000.0,1.0,9.85,9.85,0.2,1.5
2017-12-19 00:00:00,1.0054,1.0054,0.07,4986.41,5000.0,1.0,13.34,13.34,0.27,3.49
2017-12-20 00:00:00,1.0054,1.0054,0.0,4986.41,5000.0,1.0,13.34,13.34,0.27,0.0
2017-12-21 00:00:00,1.006,1.006,0.06,4986.41,5000.0,1.0,16.33,16.33,0.33,2.99
2017-12-22 00:00:00,1.006,1.006,0.0,4986.41,5000.0,1.0,16.33,16.33,0.33,0.0
2017-12-25 00:00:00,1.0061,1.0061,0.01,4986.41,5000.0,1.0,16.83,16.83,0.34,0.5
2017-12-26 00:00:00,1.0064,1.0064,0.03,4986.41,5000.0,1.0,18.32,18.32,0.37,1.5
2017-12-27 00:00:00,1.0055,1.0055,-0.09,4986.41,5000.0,1.0,13.84,13.84,0.28,-4.49
2017-12-28 00:00:00,1.0062,1.0062,0.07,4986.41,5000.0,1.0,17.33,17.33,0.35,3.49
2017-12-29 00:00:00,1.0068,1.0068,0.06,4986.41,5000.0,1.0,20.32,20.32,0.41,2.99
2017-12-31 00:00:00,1.0069,1.0069,0.01,4986.41,5000.0,1.0,20.82,20.82,0.42,0.5
2018-01-02 00:00:00,1.0085,1.0085,0.16,4986.41,5000.0,1.0,28.79,28.79,0.58,7.98
2018-01-03 00:00:00,1.0095,1.0095,0.1,4986.41,5000.0,1.0,33.78,33.78,0.68,4.99
2018-01-04 00:00:00,1.01,1.01,0.05,4986.41,5000.0,1.0,36.27,36.27,0.73,2.49
2018-01-05 00:00:00,1.0103,1.0103,0.03,4986.41,5000.0,1.0,37.77,37.77,0.76,1.5
2018-01-08 00:00:00,1.011,1.011,0.07,4986.41,5000.0,1.0,41.26,41.26,0.83,3.49
2018-01-09 00:00:00,1.0118,1.0118,0.08,5973.96,6000.0,1.0,44.45,44.45,0.74,3.99
2018-01-10 00:00:00,1.0118,1.0118,0.0,5973.96,6000.0,1.0,44.45,44.45,0.74,0.0
2018-01-11 00:00:00,1.0118,1.0118,0.0,5973.96,6000.0,1.0,44.45,44.45,0.74,0.0
2018-01-12 00:00:00,1.0123,1.0123,0.05,5973.96,6000.0,1.0,47.44,47.44,0.79,2.99
2018-01-15 00:00:00,1.0119,1.0119,-0.04,5973.96,6000.0,1.0,45.05,45.05,0.75,-2.39
2018-01-16 00:00:00,1.0133,1.0133,0.14,5973.96,6000.0,1.0,53.41,53.41,0.89,8.36
2018-01-17 00:00:00,1.0124,1.0124,-0.09,5973.96,6000.0,1.0,48.04,48.04,0.8,-5.38
2018-01-18 00:00:00,1.0133,1.0133,0.09,6960.05,7000.0,1.01,52.62,52.62,0.75,5.38
2018-01-19 00:00:00,1.0131,1.0131,-0.02,6960.05,7000.0,1.01,51.23,51.23,0.73,-1.39
2018-01-22 00:00:00,1.0157,1.0157,0.26,6960.05,7000.0,1.01,69.32,69.32,0.99,18.1
2018-01-23 00:00:00,1.0173,1.0173,0.16,6960.05,7000.0,1.01,80.46,80.46,1.15,11.14
2018-01-24 00:00:00,1.0173,1.0173,0.0,6960.05,7000.0,1.01,80.46,80.46,1.15,0.0
2018-01-25 00:00:00,1.0166,1.0166,-0.07,6960.05,7000.0,1.01,75.59,75.59,1.08,-4.87
2018-01-26 00:00:00,1.0175,1.0175,0.09,6960.05,7000.0,1.01,81.85,81.85,1.17,6.26
2018-01-29 00:00:00,1.0147,1.0147,-0.28,6960.05,7000.0,1.01,62.36,62.36,0.89,-19.49
2018-01-30 00:00:00,1.0134,1.0134,-0.13,6960.05,7000.0,1.01,53.31,53.31,0.76,-9.05
2018-01-31 00:00:00,1.0141,1.0141,0.07,6960.05,7000.0,1.01,58.19,58.19,0.83,4.87
2018-02-01 00:00:00,1.0119,1.0119,-0.22,6960.05,7000.0,1.01,42.87,42.87,0.61,-15.31
2018-02-02 00:00:00,1.013,1.013,0.11,6960.05,7000.0,1.01,50.53,50.53,0.72,7.66
2018-02-05 00:00:00,1.0128,1.0128,-0.02,6960.05,7000.0,1.01,49.14,49.14,0.7,-1.39
2018-02-06 00:00:00,1.006,1.006,-0.67,6960.05,7000.0,1.01,1.81,1.81,0.03,-47.33
2018-02-07 00:00:00,1.0017,1.0017,-0.43,6960.05,7000.0,1.01,-28.12,-28.12,-0.4,-29.93
2018-02-08 00:00:00,1.0013,1.0013,-0.04,6960.05,7000.0,1.01,-30.9,-30.9,-0.44,-2.78
2018-02-09 00:00:00,0.9936,0.9936,-0.77,6960.05,7000.0,1.01,-84.49,-84.49,-1.21,-53.59
2018-02-12 00:00:00,0.9977,0.9977,0.41,6960.05,7000.0,1.01,-55.96,-55.96,-0.8,28.54
2018-02-13 00:00:00,1.0001,1.0001,0.24,6960.05,7000.0,1.01,-39.25,-39.25,-0.56,16.7
2018-02-14 00:00:00,1.0021,1.0021,0.2,6960.05,7000.0,1.01,-25.33,-25.33,-0.36,13.92
2018-02-22 00:00:00,1.0074,1.0074,0.53,9935.63,10000.0,1.01,9.15,9.15,0.09,36.89
2018-02-23 00:00:00,1.0083,1.0083,0.09,9935.63,10000.0,1.01,18.1,18.1,0.18,8.94
2018-02-26 00:00:00,1.0114,1.0114,0.31,9935.63,10000.0,1.01,48.9,48.9,0.49,30.8
2018-02-27 00:00:00,1.0086,1.0086,-0.28,9935.63,10000.0,1.01,21.08,21.08,0.21,-27.82
2018-02-28 00:00:00,1.0071,1.0071,-0.15,9935.63,10000.0,1.01,6.17,6.17,0.06,-14.9
2018-03-01 00:00:00,1.0088,1.0088,0.17,9935.63,10000.0,1.01,23.06,23.06,0.23,16.89
2018-03-02 00:00:00,1.007,1.007,-0.18,9935.63,10000.0,1.01,5.18,5.18,0.05,-17.88
2018-03-05 00:00:00,1.0065,1.0065,-0.05,9935.63,10000.0,1.01,0.21,0.21,0.0,-4.97
2018-03-06 00:00:00,1.0099,1.0099,0.34,9935.63,10000.0,1.01,33.99,33.99,0.34,33.78
2018-03-07 00:00:00,1.0082,1.0082,-0.17,9935.63,10000.0,1.01,17.1,17.1,0.17,-16.89
2018-03-08 00:00:00,1.0109,1.0109,0.27,9935.63,10000.0,1.01,43.93,43.93,0.44,26.83
2018-03-09 00:00:00,1.013,1.013,0.21,9935.63,10000.0,1.01,64.79,64.79,0.65,20.86
2018-03-12 00:00:00,1.0148,1.0148,0.18,9935.63,10000.0,1.01,82.68,82.68,0.83,17.88
2018-03-13 00:00:00,1.0129,1.0129,-0.19,9935.63,10000.0,1.01,63.8,63.8,0.64,-18.88
2018-03-14 00:00:00,1.0117,1.0117,-0.12,14873.85,15000.0,1.01,47.87,47.87,0.32,-11.92
2018-03-15 00:00:00,1.013,1.013,0.13,14873.85,15000.0,1.01,67.21,67.21,0.45,19.34
2018-03-16 00:00:00,1.011,1.011,-0.2,14873.85,15000.0,1.01,37.46,37.46,0.25,-29.75
2018-03-19 00:00:00,1.0122,1.0122,0.12,14873.85,15000.0,1.01,55.31,55.31,0.37,17.85
2018-03-20 00:00:00,1.0131,1.0131,0.09,14873.85,15000.0,1.01,68.7,68.7,0.46,13.39
2018-03-21 00:00:00,1.0118,1.0118,-0.13,14873.85,15000.0,1.01,49.36,49.36,0.33,-19.34
2018-03-22 00:00:00,1.0091,1.0091,-0.27,14873.85,15000.0,1.01,9.2,9.2,0.06,-40.16
2018-03-23 00:00:00,1.0007,1.0007,-0.83,14873.85,15000.0,1.01,-115.74,-115.74,-0.77,-124.94
2018-03-26 00:00:00,1.0016,1.0016,0.09,14873.85,15000.0,1.01,-102.35,-102.35,-0.68,13.39
2018-03-27 00:00:00,1.0047,1.0047,0.31,14873.85,15000.0,1.01,-56.24,-56.24,-0.37,46.11
2018-03-28 00:00:00,1.0005,1.0005,-0.42,14873.85,15000.0,1.01,-118.71,-118.71,-0.79,-62.47
2018-03-29 00:00:00,1.0031,1.0031,0.26,14873.85,15000.0,1.01,-80.04,-80.04,-0.53,38.67
2018-03-30 00:00:00,1.0044,1.0044,0.13,16863.5,17000.0,1.01,-62.3,-62.3,-0.37,19.34
2018-04-02 00:00:00,1.0038,1.0038,-0.06,16863.5,17000.0,1.01,-72.42,-72.42,-0.43,-10.12
2018-04-03 00:00:00,1.0026,1.0026,-0.12,16863.5,17000.0,1.01,-92.65,-92.65,-0.55,-20.24
2018-04-04 00:00:00,1.0021,1.0021,-0.05,16863.5,17000.0,1.01,-101.09,-101.09,-0.59,-8.43
2018-04-09 00:00:00,1.003,1.003,0.09,16863.5,17000.0,1.01,-85.91,-85.91,-0.51,15.18
2018-04-10 00:00:00,1.0069,1.0069,0.39,16863.5,17000.0,1.01,-20.14,-20.14,-0.12,65.77
2018-04-11 00:00:00,1.0078,1.0078,0.09,16863.5,17000.0,1.01,-4.96,-4.96,-0.03,15.18
2018-04-12 00:00:00,1.006,1.006,-0.18,16863.5,17000.0,1.01,-35.32,-35.32,-0.21,-30.35
2018-04-13 00:00:00,1.0047,1.0047,-0.13,16863.5,17000.0,1.01,-57.24,-57.24,-0.34,-21.92
2018-04-16 00:00:00,1.0019,1.0019,-0.28,19855.42,20000.0,1.01,-106.85,-106.85,-0.53,-47.22
2018-04-17 00:00:00,0.9975,0.9975,-0.44,19855.42,20000.0,1.01,-194.22,-194.22,-0.97,-87.36
2018-04-18 00:00:00,0.9995,0.9995,0.2,19855.42,20000.0,1.01,-154.51,-154.51,-0.77,39.71
